utterance,intent
deadline đăng ký năm nay là khi nào,hoi_thoi_gian_dk
mốc thời gian tuyển sinh 2022,hoi_thoi_gian_dk
lịch tuyển sinh 2024,hoi_thoi_gian_dk
bao giờ kết thúc đăng ký,hoi_thoi_gian_dk
hạn xác nhận nhập học là khi nào,hoi_thoi_gian_dk
thời gian thay đổi nguyện vọng,hoi_thoi_gian_dk
tiêu chí trúng tuyển,hoi_dieu_kien
điều kiện xét học bạ tối thiểu,hoi_dieu_kien
yêu cầu điểm trung bình theo ưu tiên chứng chỉ,hoi_dieu_kien
điều kiện học bạ tối thiểu,hoi_dieu_kien
điều kiện nhận ưu tiên khu vực,hoi_dieu_kien
yêu cầu điểm trung bình theo học bạ,hoi_dieu_kien
điều kiện theo đánh giá năng lực,hoi_dieu_kien
có cộng điểm ưu tiên không,hoi_dieu_kien
yêu cầu điểm trung bình theo đánh giá năng lực,hoi_dieu_kien
yêu cầu điểm trung bình theo thi tốt nghiệp,hoi_dieu_kien
điều kiện nộp hồ sơ,hoi_dieu_kien
điều kiện theo thi tốt nghiệp,hoi_dieu_kien
yêu cầu điểm trung bình theo tuyển thẳng,hoi_dieu_kien
điều kiện theo ưu tiên chứng chỉ,hoi_dieu_kien
điều kiện theo tuyển thẳng,hoi_dieu_kien
cần giấy tờ gì khi đăng ký,hoi_dieu_kien
toiec bao nhiêu được cộng điểm,hoi_chung_chi_nn
quy định về chứng chỉ ngoại ngữ,hoi_chung_chi_nn
chứng chỉ ngoại ngữ có lợi gì,hoi_chung_chi_nn
chứng chỉ tiếng anh có ưu tiên không,hoi_chung_chi_nn
ielts 6.5 được xét thẳng không,hoi_chung_chi_nn
toeic bao nhiêu được cộng điểm,hoi_chung_chi_nn
điểm 25 có vừa ngành thiết kế thời trang không,goi_y_nganh_theo_diem
mình được 16 điểm nên học ngành nào,goi_y_nganh_theo_diem
điểm 20 có vừa ngành thiết kế thời trang không,goi_y_nganh_theo_diem
điểm 27 có vừa ngành thiết kế thời trang không,goi_y_nganh_theo_diem
mình được 24 điểm nên học ngành nào,goi_y_nganh_theo_diem
điểm 18 có vừa ngành kỹ thuật xây dựng không,goi_y_nganh_theo_diem
điểm 16 có vừa ngành kiến trúc nội thất không,goi_y_nganh_theo_diem
điểm 25 có vừa ngành kiến trúc nội thất không,goi_y_nganh_theo_diem
điểm 16 có vừa ngành quy hoạch không,goi_y_nganh_theo_diem
điểm 16 có vừa ngành kỹ thuật xây dựng không,goi_y_nganh_theo_diem
điểm 22 có vừa ngành xây dựng không,goi_y_nganh_theo_diem
mình được 20 điểm nên xét gì,goi_y_nganh_theo_diem
điểm 27 thì có cơ hội ngành kiến trúc không,goi_y_nganh_theo_diem
tư vấn ngành theo điểm 25,goi_y_nganh_theo_diem
điểm 24 có vừa ngành thiết kế đồ họa không,goi_y_nganh_theo_diem
điểm 18 chọn ngành nào phù hợp,goi_y_nganh_theo_diem
điểm 22 có vừa ngành kiến trúc nội thất không,goi_y_nganh_theo_diem
điểm 28 có vừa ngành quy hoạch không,goi_y_nganh_theo_diem
điểm 25 có vừa ngành quy hoạch không,goi_y_nganh_theo_diem
điểm 25 có vừa ngành kỹ thuật xây dựng không,goi_y_nganh_theo_diem
điểm 20 có vừa ngành kiến trúc không,goi_y_nganh_theo_diem
điểm 18 có vừa ngành thiết kế đồ họa không,goi_y_nganh_theo_diem
điểm 27 có vừa ngành kiến trúc không,goi_y_nganh_theo_diem
điểm 27 có vừa ngành kiến trúc nội thất không,goi_y_nganh_theo_diem
mình được 25 điểm nên học ngành nào,goi_y_nganh_theo_diem
điểm 28 có vừa ngành mỹ thuật đô thị không,goi_y_nganh_theo_diem
thống kê chỉ tiêu theo năm,thong_ke_bieu_do
vẽ biểu đồ điểm chuẩn ngành mỹ thuật đô thị 3 năm gần đây,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành quy hoạch,thong_ke_bieu_do
hiển thị biểu đồ xu hướng điểm,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành kỹ thuật xây dựng,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành kiến trúc nội thất,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành thiết kế thời trang,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành xây dựng,thong_ke_bieu_do
vẽ biểu đồ điểm chuẩn ngành thiết kế đồ họa 3 năm gần đây,thong_ke_bieu_do
vẽ biểu đồ điểm chuẩn ngành thiết kế thời trang 3 năm gần đây,thong_ke_bieu_do
thống kê điểm sàn qua các năm,thong_ke_bieu_do
vẽ biểu đồ điểm chuẩn ngành quy hoạch 3 năm gần đây,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành kiến trúc,thong_ke_bieu_do
so sánh điểm chuẩn 2022 và 2023 ngành mỹ thuật đô thị,thong_ke_bieu_do
vẽ biểu đồ điểm chuẩn ngành kiến trúc nội thất 3 năm gần đây,thong_ke_bieu_do
vẽ biểu đồ điểm chuẩn ngành kỹ thuật xây dựng 3 năm gần đây,thong_ke_bieu_do
